Filename-->;PUNTA_LILA.RFL8;PUNTA_LILA_2.RFL8;PUNTA_LILA_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
871,488;33,15610544;37,46141874;42,955747
872,040;33,15112299;36,39282478;43,41781249
872,591;33,17867532;37,41665808;43,52301008
873,142;33,08642541;40,04598544;43,47836527
873,693;34,13390841;41,87636238;43,79369127
874,244;32,83745227;42,01901863;43,10896031
874,795;33,12396678;42,74832143;43,31020164
875,346;33,74253547;42,71360064;43,7312641
875,897;33,85044463;40,56617828;43,23437901
876,448;33,53446113;41,62759698;43,16953449
876,999;32,60597894;42,22255662;42,96985509
877,550;32,50884161;41,77286744;43,60642648
878,100;33,12889347;42,14236669;43,7939388
878,651;32,21982075;41,67763147;43,79078518
879,202;32,64646888;41,10990888;43,51490441
879,752;32,69646483;40,62499641;44,23183572
880,303;31,50844509;40,89130802;43,59809289
880,853;31,07415695;41,27028399;43,32303307
881,404;32,30106284;40,49319919;43,5701991
881,954;32,7334734;41,16845406;43,65928257
882,504;32,10141031;42,40301187;43,54414935
883,055;32,02939792;40,85896286;43,19912464
883,605;32,66282662;40,67678565;42,90388585
884,155;32,18771422;40,57084646;43,55809751
884,705;31,66955148;41,91477802;42,92594814
885,255;32,32665866;41,58452034;44,4892555
885,805;33,85992705;41,12654282;45,25863206
886,355;33,75630186;42,60328351;46,55776808
886,905;34,39054135;41,7833625;45,65567533
887,455;35,28069437;41,40570453;45,432948
888,005;35,0908177;42,2964558;45,01540556
888,555;34,13438657;42,09265093;45,04420374
889,105;34,86245087;41,02925707;44,3420447
889,654;35,29569232;40,842337;43,97184104
890,204;35,32559649;40,71459642;42,94907603
890,754;34,15576933;41,85174457;42,93045377
891,303;33,97439003;40,48873911;41,4433318
891,853;33,32659711;41,48489916;42,19517448
892,402;32,18062607;42,08767646;41,85374066
892,952;32,2657162;42,6024942;43,66862775
893,501;31,74488122;42,20917928;43,74172086
894,050;31,47032946;43,15412698;45,27392787
894,599;29,84928668;42,32269837;45,27069674
895,149;28,9076987;41,10676428;45,07391147
895,698;27,90038862;40,92444364;44,36900513
896,247;28,18663978;40,27220799;44,83021209
896,796;28,98440539;40,03440512;45,96158146
897,345;29,3224883;38,88092765;45,68510579
897,894;27,91464626;36,38219835;43,85946168
898,443;27,72187971;35,65990756;43,65345095
898,992;26,21563761;35,78062571;43,21880132
899,541;27,68928895;36,57163225;43,5547928
900,089;28,27053879;37,77115931;43,31137485
900,638;28,51714848;37,16242995;44,2943236
901,187;26,67088888;37,87986043;44,49368282
901,735;25,45372171;37,69461139;43,79653977
902,284;25,16796755;37,74658655;43,4334464
902,833;27,0822989;37,3485005;43,50902862
903,381;27,38585383;37,70889999;42,835087
903,929;28,48783747;36,82757128;42,28284365
904,478;28,00012116;35,16594663;42,31345764
905,026;28,39099891;35,62188368;42,14622119
905,574;29,05301471;36,41632719;41,74703545
906,123;31,38718506;37,39894511;42,21885254
906,671;32,96904609;35,77877072;40,47971094
907,219;32,98322059;33,80385294;39,26111997
907,767;31,4891228;34,69478525;39,41752625
908,315;32,67684395;36,90200225;39,94848083
908,863;32,7518956;37,22592641;39,21054585
909,411;32,91764484;37,13270402;39,19162429
909,959;31,6859955;37,11725405;39,90380647
910,507;32,27924145;37,84736125;40,01063876
911,055;31,21809361;37,38881798;38,6611422
911,602;31,84687876;38,43023614;39,26677333
912,150;32,02226973;39,82699359;40,81751575
912,698;33,34803626;40,03677388;39,99377797
913,245;34,01557435;37,96054049;39,67577834
913,793;33,27751224;37,42799585;40,70390742
914,340;33,83145533;38,54371744;41,77018746
914,888;33,84717369;37,36506272;41,6670003
915,435;33,14530705;35,49867243;41,64976375
915,982;32,82154275;35,05911039;42,37162609
916,530;29,93210274;34,71749671;42,90548621
917,077;32,06733684;34,85063433;44,10161055
917,624;31,50277163;35,07349792;44,48966758
918,171;30,74129214;36,76470489;45,94542374
918,718;31,33357781;37,75219883;44,92691984
919,265;31,88684706;37,33001945;43,23407867
919,812;32,8612592;39,02272426;42,49813321
920,359;33,40716655;39,07532221;43,58772329
920,906;32,4342751;38,87460994;42,42826557
921,453;33,57482818;39,24032665;42,07990339
922,000;32,904044;39,01960521;41,60018615
922,547;33,21959097;39,89847152;41,40095026
923,093;34,29728129;38,61920208;40,66751508
923,640;33,75345725;38,77540663;40,85780303
924,187;33,09883629;38,30995812;40,58537989
924,733;33,8761839;38,42926042;42,05950206
925,280;33,17234177;37,24809551;38,30971306
925,826;33,81039128;37,14732704;39,85554765
926,372;34,43674767;34,9416393;38,83968976
926,919;32,55854396;34,72466926;40,06552547
927,465;35,87689613;34,33486175;40,68736372
928,011;34,46259294;33,28980293;39,11750091
928,557;34,75910957;33,46739409;39,07372362
929,104;35,20202699;35,73434982;39,44594079
929,650;32,85983221;33,49349478;36,52588527
930,196;31,99490004;36,31928239;40,79015645
930,742;31,64723867;37,05716941;36,9804627
931,288;30,49740195;39,2846873;38,84334689
931,834;34,00862439;39,86205618;36,98521926
932,379;27,93163818;40,75977712;34,90082303
932,925;22,93403317;43,91072298;35,67755986
933,471;25,6935719;44,93827147;37,41693813
934,017;23,51418536;40,68141361;35,74557043
934,562;26,48992833;38,41177092;42,71289057
935,108;25,10383863;37,65023365;39,76862708
935,653;27,58654834;37,34184329;44,3086949
936,199;25,90767302;34,25860004;41,43404417
936,744;22,81494746;33,65280886;43,17748854
937,290;22,52332823;33,39094377;43,21487903
937,835;26,32877693;34,71439471;49,76356769
938,380;24,72388969;29,02678919;46,58365146
938,926;26,33708252;32,78312623;44,57781369
939,471;22,17067846;34,73505096;37,66559513
940,016;21,50621855;34,05472709;38,24576024
940,561;17,91222926;32,63852204;38,33478101
941,106;17,42721938;33,38356103;41,38047069
941,651;17,15826143;36,31961271;36,20938656
942,196;15,20912487;27,80082845;40,92549886
942,741;15,03814137;24,19840543;32,76135493
943,286;10,71607362;26,31064386;27,65229385
943,831;7,489545265;26,46947459;28,78700088
944,375;8,786926529;22,12796092;31,51608693
944,920;11,0753551;19,33609814;30,34812283
945,465;16,72761715;19,52830207;31,59895189
946,009;19,15748549;22,01112205;31,66155818
946,554;17,93743908;17,99713898;34,47982182
947,098;14,99767697;26,17980972;23,3417721
947,643;17,04045871;27,19780291;25,65113362
948,187;15,65040625;25,43097871;27,44016851
948,731;14,64737778;13,52664095;27,05643158
949,276;14,14757697;13,62350706;25,09914119
949,820;12,65127695;15,19410956;28,6001267
950,364;14,21087026;17,84260709;23,28437648
950,908;15,7792001;20,52283633;25,34747551
951,452;17,36502342;25,79474461;27,09792126
951,996;20,86189094;20,24216906;33,61734929
952,540;18,66310669;16,46568987;29,61794642
953,084;22,93253878;19,5948806;34,49771807
953,628;27,13348;26,01074763;36,17044604
954,172;29,78031804;22,30815611;37,04535977
954,716;33,24075806;25,84007938;34,79767666
955,259;30,21395367;26,38091974;36,54475115
955,803;29,60802072;28,86169195;36,54058285
956,347;30,95528095;28,21301624;33,69512617
956,890;31,76715417;32,81381412;32,80673473
957,434;33,7889804;35,93661066;37,97457435
957,977;33,38791518;36,74645228;36,26846895
958,521;29,96793406;38,3765923;35,15631693
959,064;29,12629283;39,45442503;35,9526725
959,607;28,70704735;31,96206196;38,04138486
960,151;28,77423835;26,23446068;37,12782905
960,694;28,53643854;23,45692587;36,68125812
961,237;28,81414046;22,56765844;36,90212585
961,780;26,02949918;17,30682957;38,88649867
962,323;22,37756148;12,90248348;34,47123811
962,866;22,12646311;11,60421049;36,10788459
963,409;25,80233335;12,15969108;38,75302225
963,952;25,07376999;12,85352772;37,05265141
964,495;23,34036659;15,72170833;32,20146609
965,038;24,95642344;21,59652812;34,18591587
965,581;25,03618133;23,10231134;33,09779522
966,123;23,30110371;23,88313256;33,88483546
966,666;25,01439002;28,7434297;34,84475329
967,209;27,46839382;27,96177419;34,5679861
967,751;30,12147627;32,1682812;36,69264295
968,294;30,27286263;30,17322978;35,69857577
968,836;31,49889756;33,76652058;35,50462711
969,379;30,8754675;32,90567764;36,96532024
969,921;29,0616521;35,53689477;37,33486268
970,463;27,93985104;34,65273679;37,83505099
971,005;28,81365867;34,49579381;37,62698042
971,548;30,00705917;38,2518365;39,11322599
972,090;30,65264707;40,08658585;40,73690964
972,632;28,52785044;36,43195475;36,15776736
973,174;28,13828827;39,0093398;34,91627996
973,716;25,16038013;38,53761618;35,89743273
974,258;26,32069137;41,44894326;36,74097353
974,800;26,64431305;41,00551821;36,44834034
975,342;28,69079085;43,18712878;37,4957619
975,883;27,75312563;40,57541667;35,52969882
976,425;25,79659864;34,3127819;31,68914258
976,967;24,4743815;34,23178162;31,93929923
977,508;26,30890834;34,89587714;37,60239577
978,050;27,07069204;33,23664685;38,557017
978,592;30,05880071;34,91724156;38,70060589
979,133;29,29734009;34,44000619;39,62665693
979,674;30,46874955;29,20700764;40,15961279
980,216;30,04420135;27,84626367;38,68581777
980,757;30,31972963;28,82797542;38,39921712
981,299;31,04579426;27,46167294;41,18638415
981,840;30,17235651;27,77252844;39,26774646
982,381;29,82562472;28,00447233;36,42234023
982,922;29,20721437;30,37237907;37,7430325
983,463;29,11999907;25,01035648;37,01511063
984,004;31,2496004;26,1040954;38,12646817
984,545;30,51272526;31,107052;37,98334047
985,086;29,4612069;33,20243256;37,48914965
985,627;30,3971419;35,25078209;41,38417023
986,168;27,89319295;34,74633997;38,72387821
986,708;30,30356194;35,80568402;42,49821757
987,249;28,75247153;35,30309002;40,89098422
987,790;28,7130483;34,89999939;40,61664102
988,330;27,42590568;35,78361257;41,11006916
988,871;28,16664446;36,15343396;38,11938033
989,411;27,6153291;34,42112978;38,78988675
989,952;28,42992938;31,13428718;39,04477069
990,492;28,19296627;29,72744411;37,23457626
991,033;31,19730258;32,7053804;41,58045347
991,573;30,37327375;31,75217578;42,98245349
992,113;31,91099487;32,49660226;44,81049027
992,653;32,88830977;31,28396434;46,4921841
993,194;33,97354089;33,56581437;48,10532561
993,734;33,08495843;32,02821545;49,96958609
994,274;34,0274487;31,61427878;47,95188684
994,814;35,74679504;31,28478314;48,3467656
995,354;37,44452535;30,70776225;47,74279962
995,893;37,08584111;28,48731318;43,60491011
996,433;36,55856615;27,33286812;38,41934311
996,973;33,98663233;29,26893785;36,46841415
997,513;33,45011619;27,99645312;32,63840363
998,052;30,54087575;26,0903057;28,76925481
998,592;31,05712948;24,59700896;27,31237536
999,132;28,54020245;26,22594781;27,54371367
999,671;25,46300091;23,91479998;28,49630168
1000,211;25,23542023;26,3110035;28,84185391
1000,750;25,52244621;32,78323279;32,61580715
1001,289;23,13146937;33,00426128;34,42340916
1001,829;25,73910163;30,58440905;37,76546829
1002,368;21,02249103;31,52746516;37,08539394
1002,907;21,61039473;27,60263706;35,03549642
1003,446;20,82379868;31,17255509;35,73637187
1003,986;23,08036947;32,23251142;35,06240034
1004,525;23,31934705;33,17463336;34,07879876
1005,064;21,40158281;33,62042489;37,77613646
1005,602;18,95001848;27,78833906;34,82837113
1006,141;19,02567423;28,23179615;31,16967205
1006,680;16,25251871;26,68033013;26,66355339
1007,219;21,77686807;30,39174712;29,97561389
1007,758;22,98902673;37,18469253;33,00770728
1008,296;24,08367239;35,69684855;32,95648265
1008,835;22,93959766;35,07311563;32,23597626
1009,374;22,9750705;37,50972048;31,18242344
1009,912;23,85455855;35,63447562;27,91034716
1010,451;25,7253738;36,77221659;28,02905711
1010,989;25,45970057;39,21679068;30,42815965
1011,527;28,11114943;39,57585214;32,43938908
1012,066;24,51251112;36,69525232;27,79700031
1012,604;25,98446567;35,92785492;29,44830771
1013,142;24,62382629;38,16484815;33,05565618
1013,680;25,22334236;37,12327402;32,72525125
1014,219;26,89954497;34,68399648;33,54253305
1014,757;26,15480687;32,79893082;33,34001116
1015,295;23,14094253;30,34356116;30,70029277
1015,833;26,01284156;27,16425305;30,08138579
1016,370;27,0134836;26,28360312;32,17344659
1016,908;30,88637648;28,76015051;38,37363767
1017,446;29,48351104;26,82176156;37,7726504
1017,984;26,33402558;20,15514176;33,02711316
1018,522;30,96756538;15,95772455;29,29000751
1019,059;29,58531714;21,19360375;35,80850623
1019,597;28,06416382;24,39719903;33,3370773
1020,134;25,78343712;24,41831432;34,99730743
1020,672;18,34537284;24,93553432;34,63132508
1021,209;17,71529959;26,96141071;36,84154333
1021,747;16,42734748;24,22812341;34,47403076
1022,284;18,17082969;27,95527021;33,77116624
1022,821;20,594506;30,93186026;33,12513491
1023,358;16,09785227;32,68482515;38,12795086
1023,896;17,86352336;30,38154241;31,2028021
1024,433;17,74288717;29,55907882;31,14551777
1024,970;23,20321418;34,07984341;33,95500537
1025,507;31,48528291;34,02638877;36,50364553
1026,044;24,31785537;33,37200818;25,44409053
1026,581;22,64951838;31,99819139;26,51443927
1027,118;20,48254715;29,98539635;23,2882602
1027,654;19,06484383;22,8860753;22,68538754
1028,191;23,15774077;22,71929879;19,84698446
1028,728;23,03634064;20,85921334;24,11337484
1029,264;26,84906797;24,83682713;23,50685721
1029,801;22,16437851;19,11790574;16,13046
1030,338;20,39759483;23,28208711;14,93329208
1030,874;24,81996236;16,45637955;19,81615367
1031,410;24,87441408;15,76778262;11,28857247
1031,947;25,93398644;10,98642523;16,72565012
1032,483;31,79315789;15,19827776;15,94806862
1033,019;27,78688669;13,54261655;13,64575044
1033,556;28,419223;7,740705576;5,916515058
1034,092;22,93388525;7,77876811;10,76611547
1034,628;32,37737197;13,22370544;17,74311823
1035,164;32,86196621;6,622398038;17,47967345
1035,700;33,91357783;14,2139834;15,73399705
1036,236;36,54178691;12,98850637;24,77080608
1036,772;38,51919566;17,96917418;21,76666578
1037,308;31,01652381;21,21879634;20,27891572
1037,844;29,76369911;24,9999997;29,46268254
1038,379;20,47619047;25,15783417;31,25392853
1038,915;21,45930467;22,60330637;26,52991983
1039,451;21,18021049;18,0373182;24,70967649
1039,986;15,08824756;16,31591864;16,85279219
1040,522;19,38121516;17,36889305;24,30191094
1041,057;15,66160615;22,60571411;22,33375319
1041,593;12,94367561;20,87017302;18,67278549
1042,128;14,74222486;18,75146703;19,88113536
1042,663;6,607452047;8,16969712;15,65667095
1043,198;13,6562134;11,02125617;14,63900985
1043,734;10,9636731;10,28410462;18,33229885
1044,269;-2,797855413;8,998301914;17,54761856
1044,804;3,836784184;14,99649705;29,66666479
1045,339;-1,703214743;5,768222996;21,5667758
1045,874;-11,31702479;-1,505611948;17,84783213
1046,409;-26,98666804;-10,23667073;22,5417894
1046,944;-23,86533546;-5,80426852;30,60918286
1047,479;-14,82834133;8,63947287;30,2540859
1048,013;-12,74238166;20,85161273;34,6380386
1048,548;-3,02083337;22,68263483;43,16388446
1049,083;2,103174548;26,26781942;40,39781775
1049,618;4,295801508;34,61879375;41,69491633
1050,152;7,908611652;35,49228004;46,68653372
1050,687;12,33286478;39,521072;43,938661
1051,221;24,63984995;36,57331095;42,71778115
1051,755;34,56065314;38,63831567;44,69050627
1052,290;38,73021925;33,97807774;42,00707011
1052,824;39,47318564;34,36077852;45,03410014
1053,358;29,84107108;28,12360142;37,0338258
1053,893;27,56112297;26,89294913;31,85185031
1054,427;22,32641194;17,35236468;19,74629041
1054,961;20,16146639;31,64206629;8,798439852
1055,495;27,04271007;40,73388652;13,40647512
1056,029;21,4110834;57,81738836;19,82713435
1056,563;8,482511926;62,21153823;18,8802086
1057,097;5,232876771;64,39321427;20,04964214
1057,630;5,575249646;68,6718505;12,7111822
1058,164;25,84269547;74,83310751;4,836667102
1058,698;35,93964331;67,74006275;15,58181054
1059,232;40,65864452;63,53820575;19,8837962
1059,765;40,62199346;46,55124273;22,66577908
1060,299;40,58020551;41,88799963;21,94016257
1060,832;41,57458502;33,24529619;17,28538244
1061,366;46,78714944;36,58876836;14,70782728
1061,899;46,61341928;34,49875131;18,78813415
1062,432;47,54204309;13,08128531;15,25620222
1062,966;32,72280095;18,97863136;25,3305981
1063,499;36,05228639;22,58665729;24,11347556
1064,032;33,40222257;22,64426656;32,1922972
1064,565;42,54312768;27,00198557;30,72424584
1065,098;39,537301;30,32810267;32,40496136
1065,631;36,80721421;39,2557365;33,13012492
1066,164;38,10018105;33,99887599;38,4231981
1066,697;39,73047364;37,29533135;30,82842852
1067,230;35,15779091;30,33739849;43,71572538
1067,763;38,08411301;26,8620991;45,78644616
1068,296;39,70205792;25,12562855;39,90600467
1068,828;47,62951986;27,3794422;31,72278222
1069,361;27,74445861;23,57427029;33,36554697
1069,894;24,05063266;18,69918614;37,14859262
1070,426;23,16399108;4,826862405;36,59378577
1070,959;29,58579815;10,5870369;30,97870059
1071,491;24,63134817;7,849030674;36,16285156
1072,023;27,89915885;22,72382315;27,22480472
1072,556;20,26182547;16,7471821;27,01129841
1073,088;11,33655389;22,27767723;25,49098224
1073,620;0,035701533;3,847762296;34,69568935
1074,152;12,52788231;7,232705198;25,91206672
1074,684;13,46492905;-1,617839955;23,88197441
1075,217;15,53215643;-1,346801286;9,907120387
1075,749;1,917404343;-10,92094481;0,139275631
1076,280;9,871968009;7,768298134;-2,184797331
1076,812;0,823852547;3,067961289;10,44020208
1077,344;11,4932128;11,12890365;7,738662082
1077,876;0,10570824;-7,679535326;10,18799266
1078,408;19,03987025;7,876573638;11,51785704
1078,939;9,14536742;10,31273259;19,08567721
1079,471;13,61376616;12,21431257;14,80567556
1080,002;17,00554558;7,426099745;25,08921161
1080,534;11,77015734;4,937271955;29,60695795
1081,065;3,146853341;-18,78767477;40,10951528
1081,597;13,95851353;-10,32950777;27,48538022
1082,128;19,10112312;-4,533762498;32,83536748
1082,660;31,54205558;11,70617495;41,35855514
1083,191;17,6029959;20,96539644;41,57594552
1083,722;27,18357294;24,58628879;42,15277716
1084,253;27,98887918;33,20246821;43,71740321
1084,784;32,98557705;45,2101356;43,63369143
1085,315;35,9113028;50,87158545;41,39251759
1085,846;41,0086094;68,75722693;38,38737937
1086,377;40,30683405;64,88169474;43,52886287
1086,908;36,81469207;62,81505728;43,90480801
1087,439;31,53433295;66,61781069;43,77441386
1087,969;31,80297919;58,69384574;37,07564942
1088,500;43,52592579;66,62520674;44,84159079
1089,031;46,20291641;63,55252588;32,79105347
1089,561;40,89979549;56,1971304;32,49218881
1090,092;41,00303078;51,6981132;32,24206451
1090,622;40,17266096;40,18691489;33,55312998
1091,153;38,42605891;39,09395917;25,89413633
1091,683;39,66648536;38,61066355;25,58861616
1092,213;43,51515102;37,68557384;16,39682122
1092,744;50,95092045;31,33524871;14,87148079
1093,274;37,2124066;3,863922617;-8,409685735
1093,804;44,66130809;8,953392992;18,27956903
1094,334;47,23077044;16,48309981;15,73604104
1094,864;37,92936743;6,11169651;19,60784329
1095,394;26,04651003;10,81669706;9,698376215
1095,924;35,45359782;1,690331385;13,46871124
1096,454;31,48441799;2,603593898;8,812577299
1096,984;8,114286178;-8,419881217;5,479452058
1097,514;-8,372978369;-21,53191412;-0,242130871
1098,043;-14,61716926;-14,30728594;14,67221634
1098,573;-28,71046029;-33,13027012;-17,42227876
1099,103;-45,11232608;-50,43316894;-19,31150371
1099,632;-42,22511419;-60,40891834;-47,14747
1100,161;-57,55627052;-97,34940003;-44,66951161
